Nhosts;FreqImmH1;FreqImmH2;FreqImmH3;FreqImmH4;FreqImmH5;FreqImmH6;FreqInfH1;FreqInfH2;FreqInfH3;FreqInfH4;FreqInfH5;FreqInfH6;Nparasits;FreqImmP1;FreqImmP2;FreqImmP3;FreqImmP4;FreqImmP5;FreqImmP6;FreqInfP1;FreqInfP2;FreqInfP3;FreqInfP4;FreqInfP5;FreqInfP6
88.0;0.03977272727272727;0.16477272727272727;0.10227272727272728;0.017045454545454544;0.45454545454545453;0.2215909090909091;0.13636363636363635;0.25;0.06818181818181818;0.20454545454545456;0.3409090909090909;0.0;65.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.7213114754098361;0.2786885245901639;0.0;0.0;0.0
97.0;0.05154639175257732;0.18041237113402062;0.0979381443298969;0.020618556701030927;0.41237113402061853;0.23711340206185566;0.13402061855670103;0.26288659793814434;0.08762886597938144;0.18556701030927836;0.32989690721649484;0.0;80.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.5569620253164557;0.4430379746835443;0.0;0.0;0.0
104.0;0.07692307692307693;0.13942307692307693;0.125;0.02403846153846154;0.3942307692307692;0.2403846153846154;0.14423076923076922;0.25961538461538464;0.09134615384615384;0.16826923076923078;0.33653846153846156;0.0;81.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.56;0.44;0.0;0.0;0.0
99.0;0.08585858585858586;0.12121212121212122;0.09595959595959595;0.015151515151515152;0.4494949494949495;0.23232323232323232;0.1414141414141414;0.2727272727272727;0.09090909090909091;0.1717171717171717;0.32323232323232326;0.0;84.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.5714285714285714;0.42857142857142855;0.0;0.0;0.0
102.0;0.10784313725490197;0.12745098039215685;0.10784313725490197;0.014705882352941176;0.4166666666666667;0.22549019607843138;0.12254901960784313;0.24509803921568626;0.08823529411764706;0.18627450980392157;0.35784313725490197;0.0;83.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.6262626262626263;0.37373737373737376;0.0;0.0;0.0
101.0;0.10396039603960396;0.15841584158415842;0.09900990099009901;0.024752475247524754;0.40594059405940597;0.2079207920792079;0.1485148514851485;0.2376237623762376;0.08415841584158416;0.19306930693069307;0.33663366336633666;0.0;85.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.7261904761904762;0.27380952380952384;0.0;0.0;0.0
102.0;0.09803921568627451;0.1568627450980392;0.12254901960784313;0.014705882352941176;0.4362745098039216;0.1715686274509804;0.13725490196078433;0.22549019607843138;0.09803921568627451;0.1715686274509804;0.36764705882352944;0.0;82.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.5930232558139535;0.4069767441860465;0.0;0.0;0.0
98.0;0.10204081632653061;0.14285714285714285;0.11224489795918367;0.02040816326530612;0.42857142857142855;0.19387755102040816;0.16326530612244897;0.2193877551020408;0.10204081632653061;0.16326530612244897;0.3520408163265306;0.0;69.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.8734177215189873;0.12658227848101267;0.0;0.0;0.0
100.0;0.095;0.13;0.125;0.025;0.42;0.205;0.175;0.2;0.095;0.165;0.365;0.0;78.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.6351351351351351;0.36486486486486486;0.0;0.0;0.0
99.0;0.07575757575757576;0.12121212121212122;0.09595959595959595;0.030303030303030304;0.45454545454545453;0.2222222222222222;0.17676767676767677;0.1919191919191919;0.1111111111111111;0.18181818181818182;0.3383838383838384;0.0;80.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.7721518987341772;0.22784810126582278;0.0;0.0;0.0
99.0;0.06060606060606061;0.12626262626262627;0.09090909090909091;0.030303030303030304;0.4292929292929293;0.26262626262626265;0.1919191919191919;0.17676767676767677;0.12626262626262627;0.17676767676767677;0.3282828282828283;0.0;76.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.6666666666666666;0.3333333333333333;0.0;0.0;0.0
99.0;0.05555555555555555;0.12121212121212122;0.1111111111111111;0.045454545454545456;0.41919191919191917;0.2474747474747475;0.18181818181818182;0.17676767676767677;0.11616161616161616;0.21212121212121213;0.31313131313131315;0.0;79.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.5054945054945055;0.4945054945054945;0.0;0.0;0.0
92.0;0.03804347826086957;0.14130434782608695;0.1358695652173913;0.04891304347826087;0.358695652173913;0.27717391304347827;0.14673913043478262;0.1956521739130435;0.15217391304347827;0.22826086956521738;0.27717391304347827;0.0;74.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.4057971014492754;0.5942028985507246;0.0;0.0;0.0
99.0;0.025252525252525252;0.13636363636363635;0.15151515151515152;0.050505050505050504;0.3838383838383838;0.25252525252525254;0.11616161616161616;0.21717171717171718;0.15656565656565657;0.22727272727272727;0.2828282828282828;0.0;82.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.40625;0.59375;0.0;0.0;0.0
99.0;0.03535353535353535;0.13636363636363635;0.16161616161616163;0.050505050505050504;0.3888888888888889;0.22727272727272727;0.13131313131313133;0.20202020202020202;0.16666666666666666;0.24242424242424243;0.25757575757575757;0.0;81.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.39436619718309857;0.6056338028169014;0.0;0.0;0.0
96.0;0.036458333333333336;0.09895833333333333;0.171875;0.03125;0.4166666666666667;0.24479166666666666;0.125;0.17708333333333334;0.15625;0.2604166666666667;0.28125;0.0;78.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.4642857142857143;0.5357142857142857;0.0;0.0;0.0
98.0;0.03571428571428571;0.10714285714285714;0.17346938775510204;0.03571428571428571;0.4030612244897959;0.24489795918367346;0.11734693877551021;0.14795918367346939;0.16326530612244897;0.30612244897959184;0.2653061224489796;0.0;75.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.5411764705882353;0.4588235294117647;0.0;0.0;0.0
100.0;0.035;0.11;0.2;0.035;0.395;0.225;0.14;0.125;0.175;0.285;0.275;0.0;76.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.4634146341463415;0.5365853658536586;0.0;0.0;0.0
95.0;0.021052631578947368;0.11578947368421053;0.17894736842105263;0.03684210526315789;0.41578947368421054;0.23157894736842105;0.14736842105263157;0.13157894736842105;0.15263157894736842;0.2894736842105263;0.2789473684210526;0.0;71.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.46875;0.53125;0.0;0.0;0.0
98.0;0.015306122448979591;0.11224489795918367;0.18877551020408162;0.03571428571428571;0.4030612244897959;0.24489795918367346;0.12755102040816327;0.14795918367346939;0.15306122448979592;0.29081632653061223;0.28061224489795916;0.0;76.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.4714285714285714;0.5285714285714286;0.0;0.0;0.0
105.0;0.01904761904761905;0.12380952380952381;0.21904761904761905;0.04285714285714286;0.38095238095238093;0.21428571428571427;0.1523809523809524;0.14761904761904762;0.1619047619047619;0.3047619047619048;0.23333333333333334;0.0;77.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.4157303370786517;0.5842696629213483;0.0;0.0;0.0
97.0;0.020618556701030927;0.16494845360824742;0.20103092783505155;0.05154639175257732;0.36082474226804123;0.20103092783505155;0.17525773195876287;0.13917525773195877;0.18556701030927836;0.29381443298969073;0.20618556701030927;0.0;78.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.3116883116883117;0.6883116883116883;0.0;0.0;0.0
96.0;0.020833333333333332;0.140625;0.203125;0.041666666666666664;0.3802083333333333;0.21354166666666666;0.171875;0.15104166666666666;0.22395833333333334;0.265625;0.1875;0.0;84.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.4861111111111111;0.5138888888888888;0.0;0.0;0.0
103.0;0.009708737864077669;0.1553398058252427;0.20388349514563106;0.03398058252427184;0.3786407766990291;0.21844660194174756;0.16990291262135923;0.1262135922330097;0.22330097087378642;0.2912621359223301;0.18932038834951456;0.0;88.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.3010752688172043;0.6989247311827957;0.0;0.0;0.0
106.0;0.009433962264150943;0.13679245283018868;0.1792452830188679;0.02358490566037736;0.4009433962264151;0.25;0.1792452830188679;0.14150943396226415;0.2169811320754717;0.29245283018867924;0.16981132075471697;0.0;83.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.24;0.7466666666666667;0.0;0.013333333333333334;0.0
101.0;0.0049504950495049506;0.14356435643564355;0.16831683168316833;0.019801980198019802;0.4158415841584158;0.24752475247524752;0.18811881188118812;0.1188118811881188;0.23267326732673269;0.27722772277227725;0.17326732673267325;0.009900990099009901;85.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.21951219512195122;0.7439024390243902;0.0;0.036585365853658534;0.0
108.0;0.004629629629629629;0.12962962962962962;0.1527777777777778;0.013888888888888888;0.46296296296296297;0.2361111111111111;0.21296296296296297;0.1111111111111111;0.2361111111111111;0.22685185185185186;0.2037037037037037;0.009259259259259259;90.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.2631578947368421;0.7368421052631579;0.0;0.0;0.0
103.0;0.0048543689320388345;0.13106796116504854;0.14563106796116504;0.009708737864077669;0.46601941747572817;0.24271844660194175;0.18446601941747573;0.10194174757281553;0.27184466019417475;0.22330097087378642;0.2087378640776699;0.009708737864077669;83.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.3020833333333333;0.6770833333333334;0.0;0.020833333333333332;0.0
106.0;0.0047169811320754715;0.12735849056603774;0.14622641509433962;0.014150943396226415;0.4716981132075472;0.2358490566037736;0.19811320754716982;0.09433962264150944;0.2641509433962264;0.2169811320754717;0.2169811320754717;0.009433962264150943;86.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.3058823529411765;0.6823529411764706;0.0;0.011764705882352941;0.0
99.0;0.010101010101010102;0.1414141414141414;0.12121212121212122;0.025252525252525252;0.45454545454545453;0.2474747474747475;0.17676767676767677;0.09595959595959595;0.25252525252525254;0.2222222222222222;0.24242424242424243;0.010101010101010102;81.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.22857142857142856;0.7714285714285715;0.0;0.0;0.0
98.0;0.00510204081632653;0.11224489795918367;0.11224489795918367;0.025510204081632654;0.4846938775510204;0.2602040816326531;0.18877551020408162;0.10204081632653061;0.2653061224489796;0.22448979591836735;0.21428571428571427;0.00510204081632653;85.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.325;0.675;0.0;0.0;0.0
87.0;0.005747126436781609;0.13218390804597702;0.13218390804597702;0.028735632183908046;0.4540229885057471;0.2471264367816092;0.1781609195402299;0.09770114942528736;0.2988505747126437;0.21264367816091953;0.20689655172413793;0.005747126436781609;70.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.13846153846153847;0.8615384615384616;0.0;0.0;0.0
98.0;0.00510204081632653;0.1377551020408163;0.11224489795918367;0.025510204081632654;0.4642857142857143;0.25510204081632654;0.1683673469387755;0.12244897959183673;0.28061224489795916;0.27040816326530615;0.15306122448979592;0.00510204081632653;86.0;0.0;0.9879518072289156;0.0;0.0;0.0;0.012048192771084338;0.0;0.20481927710843373;0.7951807228915663;0.0;0.0;0.0
100.0;0.0;0.105;0.13;0.035;0.47;0.26;0.16;0.13;0.3;0.255;0.15;0.005;86.0;0.0;0.9855072463768116;0.0;0.0;0.0;0.014492753623188406;0.0;0.3188405797101449;0.6811594202898551;0.0;0.0;0.0
94.0;0.0;0.10106382978723404;0.10638297872340426;0.03723404255319149;0.4574468085106383;0.2978723404255319;0.18085106382978725;0.12234042553191489;0.26063829787234044;0.2872340425531915;0.14361702127659576;0.005319148936170213;80.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.27058823529411763;0.7294117647058823;0.0;0.0;0.0
90.0;0.005555555555555556;0.1388888888888889;0.1;0.05555555555555555;0.4222222222222222;0.2777777777777778;0.17777777777777778;0.10555555555555556;0.2722222222222222;0.3;0.1388888888888889;0.005555555555555556;67.0;0.0;0.987012987012987;0.0;0.0;0.0;0.012987012987012988;0.0;0.24675324675324675;0.7532467532467533;0.0;0.0;0.0
94.0;0.005319148936170213;0.16489361702127658;0.0851063829787234;0.03723404255319149;0.425531914893617;0.28191489361702127;0.14893617021276595;0.12234042553191489;0.2712765957446808;0.3191489361702128;0.13829787234042554;0.0;78.0;0.0;0.98;0.0;0.0;0.0;0.02;0.0;0.28;0.72;0.0;0.0;0.0
106.0;0.009433962264150943;0.18867924528301888;0.07547169811320754;0.03773584905660377;0.39622641509433965;0.29245283018867924;0.1509433962264151;0.10377358490566038;0.3018867924528302;0.33490566037735847;0.10849056603773585;0.0;83.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.15151515151515152;0.8484848484848485;0.0;0.0;0.0
103.0;0.009708737864077669;0.1941747572815534;0.06796116504854369;0.04854368932038835;0.3640776699029126;0.3155339805825243;0.13106796116504854;0.10679611650485436;0.2961165048543689;0.33980582524271846;0.1262135922330097;0.0;85.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.175;0.825;0.0;0.0;0.0
101.0;0.009900990099009901;0.18316831683168316;0.054455445544554455;0.08415841584158416;0.3564356435643564;0.3118811881188119;0.1485148514851485;0.0891089108910891;0.297029702970297;0.3316831683168317;0.13366336633663367;0.0;73.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.19402985074626866;0.8059701492537313;0.0;0.0;0.0
104.0;0.009615384615384616;0.1875;0.04807692307692308;0.0625;0.36538461538461536;0.3269230769230769;0.16346153846153846;0.08653846153846154;0.25;0.3269230769230769;0.17307692307692307;0.0;72.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.2542372881355932;0.7457627118644068;0.0;0.0;0.0
100.0;0.02;0.165;0.025;0.07;0.38;0.34;0.17;0.09;0.23;0.325;0.185;0.0;68.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.23076923076923078;0.7692307692307693;0.0;0.0;0.0
98.0;0.03571428571428571;0.14285714285714285;0.030612244897959183;0.08163265306122448;0.37244897959183676;0.336734693877551;0.15306122448979592;0.07142857142857142;0.21428571428571427;0.33163265306122447;0.22959183673469388;0.0;77.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.323943661971831;0.676056338028169;0.0;0.0;0.0
95.0;0.021052631578947368;0.15263157894736842;0.042105263157894736;0.08421052631578947;0.35789473684210527;0.34210526315789475;0.15789473684210525;0.07894736842105263;0.24736842105263157;0.30526315789473685;0.21052631578947367;0.0;79.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.16049382716049382;0.8395061728395061;0.0;0.0;0.0
94.0;0.031914893617021274;0.18085106382978725;0.031914893617021274;0.06382978723404255;0.3404255319148936;0.35106382978723405;0.1276595744680851;0.0851063829787234;0.26595744680851063;0.2978723404255319;0.22340425531914893;0.0;76.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.19230769230769232;0.8076923076923077;0.0;0.0;0.0
90.0;0.03333333333333333;0.19444444444444445;0.027777777777777776;0.05;0.29444444444444445;0.4;0.1;0.1;0.2833333333333333;0.3055555555555556;0.2111111111111111;0.0;74.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.16901408450704225;0.8309859154929577;0.0;0.0;0.0
91.0;0.03296703296703297;0.19230769230769232;0.04945054945054945;0.054945054945054944;0.25274725274725274;0.4175824175824176;0.08241758241758242;0.1043956043956044;0.27472527472527475;0.3021978021978022;0.23626373626373626;0.0;79.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.20987654320987653;0.7901234567901234;0.0;0.0;0.0
91.0;0.038461538461538464;0.2032967032967033;0.054945054945054944;0.038461538461538464;0.24175824175824176;0.4230769230769231;0.08241758241758242;0.09340659340659341;0.27472527472527475;0.3021978021978022;0.24725274725274726;0.0;83.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.14084507042253522;0.8591549295774648;0.0;0.0;0.0
93.0;0.04838709677419355;0.1774193548387097;0.04838709677419355;0.04838709677419355;0.23655913978494625;0.44086021505376344;0.08602150537634409;0.10215053763440861;0.2903225806451613;0.3064516129032258;0.21505376344086022;0.0;79.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0625;0.9375;0.0;0.0;0.0
104.0;0.038461538461538464;0.1875;0.04807692307692308;0.028846153846153848;0.23557692307692307;0.46153846153846156;0.07692307692307693;0.09615384615384616;0.30288461538461536;0.2692307692307692;0.24519230769230768;0.009615384615384616;81.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
101.0;0.0297029702970297;0.18316831683168316;0.039603960396039604;0.0297029702970297;0.22277227722772278;0.49504950495049505;0.0891089108910891;0.11386138613861387;0.29207920792079206;0.22277227722772278;0.27722772277227725;0.0049504950495049506;82.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
98.0;0.03571428571428571;0.17346938775510204;0.05612244897959184;0.030612244897959183;0.21428571428571427;0.4897959183673469;0.09183673469387756;0.12755102040816327;0.2857142857142857;0.22959183673469388;0.2602040816326531;0.00510204081632653;85.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
102.0;0.03431372549019608;0.16176470588235295;0.05392156862745098;0.0392156862745098;0.20098039215686275;0.5098039215686274;0.0784313725490196;0.12745098039215685;0.3088235294117647;0.23039215686274508;0.25;0.004901960784313725;88.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
93.0;0.043010752688172046;0.1774193548387097;0.05913978494623656;0.03225806451612903;0.1935483870967742;0.4946236559139785;0.06989247311827956;0.15053763440860216;0.2956989247311828;0.23118279569892472;0.24731182795698925;0.005376344086021506;77.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
86.0;0.03488372093023256;0.19767441860465115;0.06976744186046512;0.03488372093023256;0.25;0.4127906976744186;0.06976744186046512;0.19767441860465115;0.26744186046511625;0.2558139534883721;0.20348837209302326;0.005813953488372093;73.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
103.0;0.05339805825242718;0.1796116504854369;0.05339805825242718;0.03398058252427184;0.27184466019417475;0.4077669902912621;0.06796116504854369;0.18446601941747573;0.30097087378640774;0.24271844660194175;0.19902912621359223;0.0048543689320388345;79.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
109.0;0.05504587155963303;0.1743119266055046;0.06422018348623854;0.027522935779816515;0.2798165137614679;0.39908256880733944;0.06880733944954129;0.1559633027522936;0.3211009174311927;0.26146788990825687;0.1834862385321101;0.009174311926605505;93.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
98.0;0.061224489795918366;0.18877551020408162;0.05612244897959184;0.03571428571428571;0.2602040816326531;0.3979591836734694;0.07653061224489796;0.16326530612244897;0.3010204081632653;0.22959183673469388;0.2193877551020408;0.01020408163265306;85.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
104.0;0.052884615384615384;0.18269230769230768;0.0673076923076923;0.02403846153846154;0.28846153846153844;0.38461538461538464;0.0673076923076923;0.15384615384615385;0.28846153846153844;0.2548076923076923;0.21153846153846154;0.02403846153846154;86.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
93.0;0.053763440860215055;0.20430107526881722;0.08064516129032258;0.021505376344086023;0.2903225806451613;0.34946236559139787;0.08064516129032258;0.20967741935483872;0.23655913978494625;0.23655913978494625;0.21505376344086022;0.021505376344086023;73.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
99.0;0.06060606060606061;0.1717171717171717;0.10101010101010101;0.020202020202020204;0.26262626262626265;0.3838383838383838;0.07575757575757576;0.25252525252525254;0.21717171717171718;0.1919191919191919;0.2474747474747475;0.015151515151515152;73.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
102.0;0.06372549019607843;0.18627450980392157;0.09803921568627451;0.014705882352941176;0.25980392156862747;0.37745098039215685;0.09803921568627451;0.24019607843137256;0.20098039215686275;0.2107843137254902;0.23039215686274508;0.0196078431372549;85.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
